marital_status,app_mode,course,daytime_evening,previous_qualification,previous_grade,nationality,mother_qualification,father_qualification,mother_occupation,father_occupation,admission_grade,Displaced,special_needs,debtor,fees_to_date,gender,scholarship,enrollment_age,international,unemployment_rate,inflation_rate,gdp,target,enrolled_units,units_evaluations,aproved_units,grade
1,17,9119,1,1,142,1,19,38,9,7,127.3,0,0,0,1,1,0,18,0,16.2,0.3,-0.92,Enrolled,10,16,6,11
1,1,171,1,1,136,1,37,19,5,8,129,1,0,0,1,1,1,19,0,13.9,-0.3,0.79,Graduate,0,0,0,0
1,1,9773,1,1,133.1,1,38,19,4,7,98,1,0,0,1,1,1,19,0,15.5,2.8,-4.06,Enrolled,12,16,10,12.14285715
1,17,9147,1,1,130,1,1,38,5,7,122,1,0,0,1,1,0,20,0,10.8,1.4,1.74,Enrolled,10,19,6,11.375
1,43,9070,1,1,117,1,1,1,4,7,112.5,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Enrolled,12,20,7,11
1,1,9147,1,1,136,1,38,38,9,9,127.3,1,0,0,1,1,0,19,0,12.7,3.7,-1.7,Dropout,10,15,5,10.5
1,39,9556,1,1,133.1,1,1,1,9,10,100.5,0,0,0,1,1,0,24,0,11.1,0.6,2.02,Dropout,14,31,0,0
1,39,8014,0,1,140,1,37,37,9,7,122,1,0,1,0,1,0,29,0,12.4,0.5,1.79,Dropout,12,18,4,6.25
1,39,9500,1,1,150,1,38,3,9,1,140,0,0,0,1,1,0,24,0,15.5,2.8,-4.06,Graduate,15,33,9,11.94722222
1,17,9254,1,1,121,1,19,38,6,6,116.1,1,0,0,1,1,0,19,0,15.5,2.8,-4.06,Graduate,12,19,9,11.85
2,7,171,1,3,120,1,19,19,9,9,130,1,0,0,1,1,0,37,0,7.6,2.6,0.32,Dropout,0,0,0,0
1,5,9070,1,1,143,1,1,1,4,10,146.2,1,0,0,1,1,0,18,0,16.2,0.3,-0.92,Graduate,12,13,10,12.5
1,44,9119,1,39,180,1,1,1,9,8,180,0,0,0,1,1,1,20,0,12.4,0.5,1.79,Enrolled,13,22,12,14.13392857
1,1,9147,1,1,132,1,39,39,3,3,127.8,1,0,0,0,1,0,18,0,11.1,0.6,2.02,Dropout,10,0,0,0
1,43,9147,1,1,130,1,37,19,9,8,130.8,0,0,0,1,1,0,22,0,16.2,0.3,-0.92,Enrolled,10,14,3,6.666666665
1,17,9147,1,1,133.1,1,38,38,4,7,109,1,0,0,1,1,1,22,0,10.8,1.4,1.74,Enrolled,10,16,6,11.45238095
1,1,9773,1,1,131,1,1,38,9,5,132.4,1,0,1,0,1,0,18,0,11.1,0.6,2.02,Dropout,12,6,0,0
1,1,9500,1,1,149,1,1,1,4,4,129.3,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Graduate,16,16,14,13.1
1,1,9070,1,1,124,1,37,37,9,9,125.4,1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate,12,12,12,13.33333333
1,1,9119,1,1,126,1,38,19,5,5,130.2,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Enrolled,10,15,8,11.1
1,1,9238,1,1,140,1,19,38,9,9,132,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,Dropout,12,20,8,12.28571429
1,44,9003,1,39,170,1,19,19,9,7,170,1,0,1,1,1,0,21,0,12.4,0.5,1.79,Graduate,12,13,12,15.22619048
1,1,9773,1,1,133,1,3,1,2,4,130.2,0,0,0,1,1,0,19,0,8.9,1.4,3.51,Enrolled,16,25,13,11.8
1,18,9556,1,1,126,1,3,3,2,2,115.5,0,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate,14,21,10,13.51666666
1,16,9147,1,1,129,1,19,19,4,9,127.6,1,0,0,1,1,0,19,0,10.8,1.4,1.74,Dropout,10,17,8,11.3
1,7,9773,1,43,140,1,19,1,4,8,140,0,0,0,1,1,0,25,0,11.1,0.6,2.02,Graduate,12,12,12,14.08333333
1,1,9070,1,1,130,1,37,1,9,8,120.2,1,0,0,1,1,0,22,0,12.7,3.7,-1.7,Graduate,12,21,12,14.66666667
1,39,9500,1,1,130,1,1,1,4,9,150,0,0,0,1,1,0,24,0,12.7,3.7,-1.7,Graduate,16,16,14,12.74285714
1,1,9500,1,1,99,1,1,3,5,10,100,1,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate,15,18,14,12.55178572
1,43,9119,1,1,146,1,3,1,2,3,100,0,0,0,1,1,0,18,0,13.9,-0.3,0.79,Enrolled,10,20,7,11.95833333
1,17,171,1,1,129,1,38,37,4,6,128,0,0,0,0,1,0,20,0,9.4,-0.8,-3.12,Dropout,0,0,0,0
1,1,9500,1,1,132,1,19,19,9,7,128,1,0,0,1,1,1,19,0,10.8,1.4,1.74,Graduate,16,16,14,14.93571429
1,43,9254,1,1,110,1,37,37,9,9,107.2,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Dropout,12,31,6,10.25
1,1,9670,1,1,116,1,3,3,3,3,110.1,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate,12,15,10,13.16666667
1,43,9003,1,1,119,1,37,37,9,6,119,0,0,1,1,1,0,23,0,15.5,2.8,-4.06,Dropout,12,14,0,0
2,39,9773,1,1,120,1,37,38,9,3,155.5,0,0,0,1,1,0,47,0,12.7,3.7,-1.7,Dropout,12,25,9,13.9
1,1,9070,1,1,117,1,1,1,3,9,118.4,0,0,0,1,1,0,19,0,16.2,0.3,-0.92,Graduate,12,14,10,11.29166667
1,1,171,1,1,137,1,1,38,4,8,141.2,1,0,0,1,1,0,19,0,11.1,0.6,2.02,Graduate,0,0,0,0
1,1,171,1,1,124,1,3,3,2,2,119.1,1,0,0,1,1,0,18,0,16.2,0.3,-0.92,Dropout,0,0,0,0
1,43,9147,1,1,151,1,1,3,1,1,111,0,0,0,1,1,0,28,0,15.5,2.8,-4.06,Dropout,10,18,2,5
1,43,9254,1,6,138.6,1,34,34,0,0,138.6,1,0,0,1,1,0,20,0,7.6,2.6,0.32,Dropout,12,21,7,11.58333333
1,17,9254,1,1,118,1,19,19,5,7,121.2,0,0,0,1,1,1,18,0,15.5,2.8,-4.06,Enrolled,12,21,7,11.33333333
1,1,171,1,1,136,1,19,19,4,8,150.4,1,0,0,1,1,1,21,0,12.4,0.5,1.79,Graduate,0,0,0,0
1,1,9254,1,1,123,1,38,19,9,4,117.8,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Enrolled,12,22,6,12.875
1,39,9254,1,19,133.1,1,38,37,4,5,102.5,0,0,1,0,1,0,24,0,16.2,0.3,-0.92,Dropout,12,14,0,0
1,39,9130,1,1,130,1,19,1,191,144,110,0,0,0,1,1,0,24,0,16.2,0.3,-0.92,Enrolled,12,23,9,11.33333333
1,39,9085,1,12,133.1,1,38,19,9,8,138.3,1,0,1,0,1,0,25,0,8.9,1.4,3.51,Enrolled,12,12,0,0
1,39,9254,1,1,150,1,3,1,3,4,122.3,0,0,0,1,1,0,28,0,13.9,-0.3,0.79,Graduate,12,18,11,12.6
2,39,9991,0,1,130,1,37,37,9,9,127.8,0,0,0,1,1,0,37,0,7.6,2.6,0.32,Enrolled,10,14,7,11.04166667
1,43,9119,1,1,128,1,1,38,4,7,100,0,0,0,1,1,0,19,0,13.9,-0.3,0.79,Enrolled,10,20,7,11.25
1,17,9500,1,1,133,1,38,37,5,7,126.4,1,0,0,1,1,1,18,0,11.1,0.6,2.02,Graduate,15,15,15,13.68455357
1,39,9254,1,19,133.1,1,37,37,90,90,100,0,0,0,1,1,0,48,0,7.6,2.6,0.32,Dropout,12,28,4,10
1,17,9238,1,1,129,1,37,37,9,8,117.1,1,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate,12,13,12,13
1,17,9500,1,1,128,1,1,1,4,5,124.7,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,Enrolled,14,21,12,12.47261905
1,43,9500,1,1,136,1,19,1,9,10,124.1,0,0,0,1,1,1,21,0,9.4,-0.8,-3.12,Enrolled,16,16,0,0
1,44,9119,1,1,130,1,37,12,9,8,129.4,1,0,1,0,1,0,23,0,13.9,-0.3,0.79,Dropout,10,13,0,0
1,1,9130,1,1,141,1,1,1,4,10,138.9,1,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate,10,11,9,13.425
1,44,9238,1,39,140,1,1,1,4,3,138.6,0,0,0,1,1,0,22,0,13.9,-0.3,0.79,Dropout,12,13,8,13.16666667
1,16,171,1,1,122,1,19,37,9,7,133.9,1,0,0,1,1,0,25,0,12.4,0.5,1.79,Dropout,24,29,17,11.85227272
1,7,9085,1,40,140,1,5,3,2,2,140,0,0,1,1,1,0,27,0,11.1,0.6,2.02,Dropout,24,25,13,13.95
1,39,9119,1,12,133.1,1,34,34,0,0,95.1,0,0,0,0,1,0,49,0,10.8,1.4,1.74,Dropout,10,11,0,0
1,39,9991,0,1,120,1,19,37,5,5,128.2,0,0,0,0,1,0,31,0,12.7,3.7,-1.7,Dropout,10,5,2,5.5
1,39,9254,1,1,133.1,1,37,37,9,6,121.5,0,0,0,1,1,0,54,0,16.2,0.3,-0.92,Dropout,12,22,11,14.02380952
1,7,33,1,40,120,1,38,37,5,6,120,1,0,1,0,1,0,25,0,11.1,0.6,2.02,Dropout,37,47,33,12.30681818
1,44,9003,1,39,130,1,5,3,2,2,130,0,0,0,1,1,0,20,0,15.5,2.8,-4.06,Enrolled,13,27,5,11.08333333
1,7,9070,1,3,120,1,4,4,2,2,120,0,0,0,1,1,0,28,0,12.7,3.7,-1.7,Dropout,12,19,5,12.33333333
2,39,8014,0,19,133.1,1,37,37,9,6,107,0,0,0,1,1,0,41,0,12.7,3.7,-1.7,Graduate,13,13,13,13.01190477
1,1,9670,1,1,122,1,1,19,4,4,116.1,0,0,0,1,1,1,19,0,11.1,0.6,2.02,Enrolled,12,19,12,12.91964286
1,43,9147,1,1,123,1,1,1,4,4,114.4,0,0,0,1,1,0,22,0,15.5,2.8,-4.06,Dropout,10,14,2,5.75
1,1,9254,1,1,178,1,2,1,2,3,157.7,0,0,0,1,1,0,34,0,15.5,2.8,-4.06,Dropout,12,19,2,6.75
1,39,9003,1,1,130,1,38,38,9,9,150,0,0,1,0,1,0,28,0,11.1,0.6,2.02,Dropout,21,25,21,15.04545455
1,1,9853,1,1,110,1,37,37,9,4,114.3,1,0,0,1,1,0,42,0,7.6,2.6,0.32,Enrolled,12,19,10,12.1
1,18,9085,1,1,106,1,1,19,3,5,104.6,0,0,0,0,1,0,21,0,11.1,0.6,2.02,Enrolled,12,21,9,14.4
1,7,9003,1,3,140,1,39,39,9,4,140,0,0,0,1,1,0,50,0,15.5,2.8,-4.06,Dropout,12,17,3,13.25
1,1,9147,1,1,108,1,3,1,3,4,109.1,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout,10,10,0,0
1,43,9500,1,1,120,1,3,4,2,4,120.6,0,0,0,1,1,0,18,0,16.2,0.3,-0.92,Dropout,14,22,7,11.65833334
2,39,9991,0,1,100,1,37,37,1,1,161.9,0,0,0,1,1,0,59,0,16.2,0.3,-0.92,Dropout,10,14,0,0
2,7,9991,0,3,140,1,34,34,99,99,140,1,0,0,0,1,0,33,0,7.6,2.6,0.32,Dropout,10,10,0,0
1,17,9070,1,1,133.1,1,37,38,9,10,178,1,0,0,1,1,1,23,0,9.4,-0.8,-3.12,Graduate,12,15,11,13.06666667
2,39,9991,0,19,133.1,1,37,1,5,5,138.3,0,0,0,1,1,0,44,0,13.9,-0.3,0.79,Dropout,10,17,8,11.23809524
2,1,8014,0,1,140,1,34,34,0,0,128,1,0,0,1,1,0,37,0,9.4,-0.8,-3.12,Dropout,12,0,0,0
2,39,171,1,19,100,1,37,37,9,9,139,0,0,0,1,1,0,36,0,10.8,1.4,1.74,Dropout,0,0,0,0
1,1,9991,0,1,123,1,1,3,4,2,113.2,0,0,0,0,1,0,22,0,7.6,2.6,0.32,Dropout,10,15,5,11.08333333
2,39,8014,0,19,133.1,1,37,37,6,6,139,0,0,0,1,1,0,49,0,12.4,0.5,1.79,Graduate,12,16,12,13.29761905
1,51,9773,1,1,135,1,1,42,5,3,110,1,0,0,1,1,0,23,0,11.1,0.6,2.02,Graduate,12,13,10,13.04166667
1,1,9070,1,1,132,1,1,1,4,9,136.6,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled,12,17,8,11.2
2,43,8014,0,1,120,1,37,37,5,5,161.1,0,0,0,1,1,0,47,0,16.2,0.3,-0.92,Dropout,12,15,6,6.07142857
1,43,9003,1,1,130,1,1,2,4,2,130,0,0,0,1,1,0,28,0,15.5,2.8,-4.06,Graduate,30,51,29,12.68325792
1,44,9003,1,39,140,1,1,38,9,6,140,0,0,0,1,1,0,21,0,15.5,2.8,-4.06,Enrolled,12,28,8,11.125
1,1,9254,1,1,133.1,1,38,1,9,9,121,0,0,1,0,1,0,21,0,8.9,1.4,3.51,Dropout,12,17,10,10.91666667
1,43,9238,1,39,120,1,2,1,1,2,118.6,0,0,0,1,1,0,21,0,13.9,-0.3,0.79,Graduate,21,27,20,12.1
1,1,9070,1,1,140,1,19,38,4,4,138.3,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled,12,20,10,12.46428571
2,42,9147,1,1,133.1,1,37,37,9,9,115.8,0,0,0,0,1,0,49,0,10.8,1.4,1.74,Dropout,10,14,0,0
1,39,9991,0,1,120,1,19,37,6,8,160,0,0,0,1,1,0,40,0,15.5,2.8,-4.06,Graduate,10,10,10,12.2
1,17,9254,1,1,125,1,1,1,3,3,114.5,0,0,0,1,1,1,22,0,11.1,0.6,2.02,Graduate,12,16,12,14.02678571
1,42,9119,1,1,136,1,1,37,5,5,117.5,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,Enrolled,10,13,6,11.65
1,39,9991,0,1,133.1,1,3,38,2,7,121.7,0,0,0,1,1,0,31,0,13.9,-0.3,0.79,Dropout,10,12,0,0
1,42,9119,1,1,120,1,5,5,2,2,115,0,0,0,1,1,0,30,0,15.5,2.8,-4.06,Dropout,12,16,4,14.25
1,1,9238,1,1,127,1,37,37,5,10,125.3,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate,12,20,10,10.9
1,18,9147,1,1,131,1,34,34,90,90,131,0,0,0,1,1,0,22,0,9.4,-0.8,-3.12,Dropout,10,21,6,12.5
1,1,9773,1,1,127,1,19,37,9,9,126.3,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,Graduate,12,16,12,13.08333333
1,17,171,1,1,132,1,1,37,4,9,127.1,0,0,0,0,1,0,21,0,7.6,2.6,0.32,Dropout,0,0,0,0
1,17,9670,1,1,137,1,1,38,4,7,138.4,0,0,0,1,1,0,19,0,11.1,0.6,2.02,Graduate,12,15,12,14.27678571
1,43,9147,1,1,126,1,1,19,3,3,100,1,0,0,1,1,0,22,0,16.2,0.3,-0.92,Dropout,10,18,1,5
1,1,9238,1,1,136,1,4,5,2,2,126.2,0,0,0,1,1,0,22,0,10.8,1.4,1.74,Graduate,12,18,10,11.2
1,1,9238,1,1,124,1,1,1,4,4,118.8,0,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate,12,21,10,11.625
1,39,9254,1,39,137,1,1,1,5,10,124.5,0,0,0,0,1,0,26,0,16.2,0.3,-0.92,Dropout,12,0,0,0
1,44,9119,1,39,140,1,5,41,3,2,140,0,0,0,1,1,0,23,0,12.4,0.5,1.79,Enrolled,13,24,4,14
1,17,9070,1,1,131,1,19,19,7,7,125.1,0,0,0,1,1,0,18,0,16.2,0.3,-0.92,Enrolled,12,17,11,11.56666667
1,1,9147,1,1,130,1,37,37,9,9,118.8,0,0,1,1,1,1,22,0,15.5,2.8,-4.06,Enrolled,10,19,7,10.83333333
1,18,9119,1,1,136,1,3,2,2,3,125.2,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Enrolled,10,18,10,13.27380952
1,17,9147,1,1,133.1,1,1,19,4,8,95,0,0,0,1,1,0,20,0,11.1,0.6,2.02,Dropout,10,19,0,0
1,1,9070,1,1,110,1,37,37,9,9,107.6,1,0,0,1,1,1,22,0,7.6,2.6,0.32,Enrolled,12,12,12,11.91666667
1,7,9130,1,3,140,1,2,38,2,3,140,1,0,0,0,1,0,18,0,12.7,3.7,-1.7,Dropout,10,12,2,6.5
4,43,9991,0,38,133.1,1,3,1,2,9,125.4,0,0,0,1,1,0,39,0,10.8,1.4,1.74,Dropout,6,9,0,0
1,1,9500,1,1,141,1,19,1,90,90,128,0,0,0,1,1,0,18,0,10.8,1.4,1.74,Dropout,16,16,0,0
1,17,9119,1,1,130,1,1,38,3,3,129.3,0,0,0,1,1,1,18,0,8.9,1.4,3.51,Graduate,10,10,10,13.6
1,1,9238,1,1,160,1,19,38,9,9,152,0,0,0,1,1,1,19,0,13.9,-0.3,0.79,Graduate,12,13,12,13.92857143
1,1,9500,1,1,140,1,1,19,9,9,128.8,0,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate,15,15,14,12.93958334
1,1,9147,1,1,150,1,34,19,0,4,152.8,1,0,0,1,1,1,18,0,7.6,2.6,0.32,Dropout,10,12,4,6.375
1,44,9130,1,39,150,1,37,37,6,6,150,1,0,0,1,1,0,22,0,10.8,1.4,1.74,Graduate,10,12,9,14.55
1,1,9238,1,1,133.1,1,1,1,3,4,112,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate,12,13,12,12.16666667
1,1,9130,1,1,152,1,19,37,9,8,135.6,1,0,0,1,1,0,18,0,12.7,3.7,-1.7,Dropout,10,10,10,15.5
1,39,9119,1,19,133.1,1,1,1,4,3,134.4,0,0,1,0,1,0,31,0,16.2,0.3,-0.92,Dropout,10,18,4,14.66666667
1,39,9991,0,1,130,1,3,1,3,3,120.5,0,0,0,1,1,0,28,0,12.7,3.7,-1.7,Dropout,10,10,0,0
1,1,9070,1,1,148,1,1,1,4,8,141.4,0,0,0,1,1,0,19,0,15.5,2.8,-4.06,Dropout,12,0,0,0
1,17,9254,1,1,148,1,1,1,4,8,145.2,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,Graduate,12,15,12,14.21428571
4,39,9238,1,1,130,1,19,3,9,2,140,0,0,0,1,1,0,50,0,8.9,1.4,3.51,Dropout,12,14,4,6.125
1,43,9070,1,1,160,1,1,2,4,2,100,0,0,0,1,1,0,38,0,13.9,-0.3,0.79,Enrolled,12,20,9,16.25
2,39,9991,0,1,130,1,37,37,9,9,140,1,0,0,1,1,0,31,0,9.4,-0.8,-3.12,Dropout,10,13,2,12
1,39,9500,1,1,110,1,1,37,9,9,126,1,0,0,1,1,0,27,0,7.6,2.6,0.32,Enrolled,14,14,14,14.08571429
1,18,9238,1,1,122,1,1,3,9,2,112.6,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,Graduate,12,19,12,10.33333333
2,39,9119,1,1,110,1,37,37,9,9,106.8,0,0,0,1,1,0,34,0,8.9,1.4,3.51,Dropout,10,17,1,5
1,51,9119,1,1,129,1,2,37,2,9,121.6,1,0,0,1,1,0,19,0,7.6,2.6,0.32,Enrolled,10,17,1,5
2,39,9991,0,1,110,1,37,37,1,4,120,1,0,0,0,1,0,40,0,9.4,-0.8,-3.12,Dropout,10,15,5,10.58333333
1,1,171,1,1,170,1,38,19,9,2,160.6,1,0,0,1,1,1,18,0,12.7,3.7,-1.7,Graduate,0,0,0,0
2,39,9070,1,12,110,1,37,38,5,10,130,0,0,1,0,1,1,46,0,15.5,2.8,-4.06,Dropout,12,12,0,0
1,43,8014,0,1,110,1,34,34,0,0,110,0,0,0,1,1,0,37,0,7.6,2.6,0.32,Dropout,11,22,0,0
1,39,9003,1,1,133.1,1,19,37,9,7,110,1,0,0,1,1,0,31,0,16.2,0.3,-0.92,Dropout,12,18,0,0
1,39,9003,1,1,133.1,1,1,19,4,10,145.8,0,0,0,1,1,0,34,0,12.4,0.5,1.79,Graduate,12,30,10,12.86666667
1,1,171,1,1,126,1,10,10,4,4,130.2,1,0,0,1,1,1,18,0,9.4,-0.8,-3.12,Dropout,0,0,0,0
1,1,9670,1,1,137,1,38,37,9,9,122.3,0,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate,12,13,12,13.95238095
1,17,9070,1,1,117,1,1,1,3,3,125.4,1,0,0,1,1,1,19,0,11.1,0.6,2.02,Graduate,12,13,12,12
1,43,9991,0,1,100,1,37,19,9,4,130,0,0,0,1,1,0,40,0,15.5,2.8,-4.06,Dropout,13,24,9,10.725
1,39,9130,1,1,120,1,1,38,9,9,150,0,0,0,1,1,0,25,0,12.4,0.5,1.79,Dropout,12,12,0,0
1,17,9119,1,1,126,1,38,38,5,9,116.9,1,0,1,1,1,0,20,0,11.1,0.6,2.02,Dropout,11,13,7,13.91666667
1,17,9119,1,1,122,1,19,19,9,9,114.7,0,0,0,1,1,0,20,0,11.1,0.6,2.02,Enrolled,10,14,10,14.75714286
1,39,9003,1,1,111,1,37,37,9,10,95.8,1,0,0,0,1,0,43,0,15.5,2.8,-4.06,Dropout,12,0,0,0
1,17,9119,1,1,139,1,37,19,9,4,133.1,1,0,0,1,1,0,18,0,7.6,2.6,0.32,Enrolled,10,15,7,13.58333333
1,43,9003,1,1,150,1,2,4,4,1,150,0,0,0,1,1,0,35,0,15.5,2.8,-4.06,Graduate,31,35,30,11.58333333
1,17,9991,0,1,116,1,37,19,9,4,118.5,0,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate,10,11,9,13
1,17,9500,1,1,130,1,3,3,2,2,131.1,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate,16,20,15,11.81383929
1,53,9085,1,42,150,1,1,19,3,8,150.3,1,0,0,1,1,1,21,0,8.9,1.4,3.51,Graduate,20,30,16,13.98611111
1,43,9670,1,1,132,1,3,19,4,8,120.5,0,0,0,1,1,0,19,0,13.9,-0.3,0.79,Enrolled,12,25,8,12.875
1,18,9119,1,1,108,1,1,1,4,3,105.6,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate,10,14,10,13.72619048
1,39,9670,1,1,133.1,1,19,19,3,3,125.3,0,1,0,1,1,1,30,0,12.4,0.5,1.79,Dropout,12,0,0,0
4,39,9254,1,1,120,1,37,19,9,9,131,1,0,0,1,1,0,44,0,12.4,0.5,1.79,Graduate,12,12,12,12.08333333
1,18,9500,1,1,146,1,19,3,4,9,127,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate,16,16,14,13.61428571
1,44,9130,1,39,150,1,2,1,3,6,150,1,0,0,1,1,0,22,0,16.2,0.3,-0.92,Graduate,30,47,22,13.57857143
1,1,9130,1,1,160,1,3,3,1,2,149.2,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate,10,12,9,14.1
1,17,9670,1,1,125,1,37,37,9,9,121.5,1,0,0,1,1,1,21,0,12.7,3.7,-1.7,Graduate,12,14,9,13.275
1,1,9085,1,1,125,1,37,19,90,90,137.3,0,0,0,1,1,0,18,0,7.6,2.6,0.32,Dropout,12,0,0,0
1,17,9670,1,1,122,1,3,1,2,3,119.6,1,0,0,1,1,0,18,0,11.1,0.6,2.02,Graduate,12,15,12,13.95535715
1,1,171,1,1,138,1,1,1,4,3,141.5,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate,0,0,0,0
1,44,9003,1,39,150,1,1,38,6,6,150,1,0,0,1,1,0,21,0,16.2,0.3,-0.92,Dropout,12,23,8,11.8375
1,39,9003,1,1,140,1,3,3,2,2,110,0,0,0,1,1,0,31,0,16.2,0.3,-0.92,Graduate,12,18,12,14.8625
1,17,9254,1,1,113,1,1,1,2,3,110.2,1,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Dropout,12,20,6,11
1,39,9119,1,1,139,1,19,19,9,7,110.3,0,0,1,1,1,0,24,0,8.9,1.4,3.51,Enrolled,10,23,2,10.5
1,42,9773,1,1,133.1,1,19,6,4,3,120,0,0,0,1,1,0,27,0,9.4,-0.8,-3.12,Dropout,9,18,0,0
1,1,9147,1,1,118,1,19,19,9,9,114.2,1,0,0,1,1,0,20,0,12.4,0.5,1.79,Graduate,10,15,8,11.56666667
1,44,9119,1,39,140,1,1,19,4,5,140,1,0,0,1,1,0,22,0,10.8,1.4,1.74,Enrolled,10,15,2,5.833333335
1,1,9003,1,1,144,1,19,19,9,9,132.8,0,0,0,1,1,1,19,0,15.5,2.8,-4.06,Enrolled,12,19,8,12.25
1,18,9773,1,1,125,1,1,1,4,7,121.5,1,0,0,1,1,0,19,0,8.9,1.4,3.51,Graduate,12,12,12,14.16666667
1,1,171,1,1,131,1,1,1,7,4,127.2,1,0,1,1,1,0,23,0,11.1,0.6,2.02,Enrolled,34,47,24,12.03146853
1,17,9130,1,1,131,1,12,12,2,8,128.2,1,0,0,1,1,0,18,0,12.4,0.5,1.79,Graduate,12,15,12,13.83333333
1,1,9773,1,1,140,1,3,2,4,6,133.4,1,0,0,0,1,0,29,0,11.1,0.6,2.02,Enrolled,12,14,11,15.15
1,39,9130,1,1,133.1,1,1,19,4,5,120,1,0,0,1,1,0,29,0,10.8,1.4,1.74,Dropout,10,21,4,15.66666667
1,44,9003,1,1,140,1,1,1,4,5,140,0,0,0,1,1,0,20,0,16.2,0.3,-0.92,Enrolled,12,23,11,11.53174604
1,1,171,1,1,139,1,19,3,9,2,136.9,1,0,0,1,1,1,19,0,9.4,-0.8,-3.12,Graduate,0,0,0,0
1,17,171,1,1,125,1,3,39,2,5,117,1,1,0,1,1,0,22,0,10.8,1.4,1.74,Enrolled,0,0,0,0
1,1,9670,1,1,117,1,3,1,3,5,110.7,1,0,0,1,1,0,20,0,11.1,0.6,2.02,Enrolled,12,20,11,13
1,39,9130,1,1,150,1,19,19,9,5,160,1,0,0,1,1,0,24,0,9.4,-0.8,-3.12,Enrolled,10,22,7,12.875
1,1,9670,1,1,95,1,37,37,5,8,95,0,0,0,0,1,0,21,0,12.7,3.7,-1.7,Dropout,12,15,9,12.125
1,39,9147,1,1,150,1,37,1,7,3,148.8,0,0,0,1,1,1,25,0,12.7,3.7,-1.7,Graduate,10,14,8,14.5
1,39,9147,1,1,120,1,37,37,9,9,110,0,0,0,0,1,0,32,0,9.4,-0.8,-3.12,Dropout,10,14,0,0
1,43,9991,0,1,136,1,3,4,2,2,133.9,0,0,0,0,1,0,26,0,7.6,2.6,0.32,Dropout,20,20,11,11.29166667
1,1,9130,1,1,133,1,2,37,9,7,125.7,1,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate,12,15,12,13
1,17,9254,1,1,125,1,1,19,4,7,116.6,0,0,0,1,1,1,19,0,16.2,0.3,-0.92,Graduate,12,18,11,12.76190477
1,1,9070,1,1,127,1,19,38,5,7,141,1,0,0,1,1,1,19,0,12.4,0.5,1.79,Graduate,12,12,12,13.75
1,7,9119,1,40,130,1,1,1,4,4,130,0,0,0,1,1,0,27,0,11.1,0.6,2.02,Dropout,11,13,11,14.15476191
1,53,9003,1,1,130,1,19,1,9,9,130,0,0,1,1,1,0,21,0,8.9,1.4,3.51,Enrolled,24,35,19,11.62222222
1,17,9119,1,1,127,1,19,1,4,5,115.8,0,0,0,1,1,0,20,0,13.9,-0.3,0.79,Enrolled,10,21,4,5.75
1,44,9070,1,39,140,1,19,38,4,0,140,1,0,0,1,1,0,21,0,12.4,0.5,1.79,Graduate,12,14,12,12.91666667
1,1,9773,1,1,125,1,37,3,5,2,126.1,1,0,0,1,1,0,22,0,9.4,-0.8,-3.12,Enrolled,12,22,8,12.03333334
1,1,171,1,1,135,1,1,38,5,7,137.5,1,0,1,0,1,0,19,0,12.7,3.7,-1.7,Graduate,0,0,0,0
1,17,9147,1,1,132,1,38,19,5,5,120.8,1,0,0,1,1,1,18,0,11.1,0.6,2.02,Dropout,10,18,6,11.65
